Region,Year,Broad Category,COFOG Division,COFOG Division Name,COFOG Basis,Original Code,Original Name (native language),English Translation,Commitment (EUR '000),Payment (EUR '000),Notes
Brussels,2026,Support Services (personnel/digital/legal),01,General public services,"Approximated (Claude, Division-level only)",M37-P101,Services IT / Financer Paradigm,Fund Paradigm (regional digital shared-services agency),76482,76482,
Brussels,2026,Local Governments & Home Affairs,03,Public order and safety,"Approximated (Claude, Division-level only)",M40-P001,Affaires intérieures / Financer les moyens de subsistance de,Fund operating resources,9804,9804,"[COFOG] BLENDED: mostly Public order & safety (fire, security, disaster — dominant by value) + Local government support (01.8) + religious worship funding (COFOG 08.4). Primary = 03."
Brussels,2026,Local Governments & Home Affairs,03,Public order and safety,"Approximated (Claude, Division-level only)",M40-P041,Affaires intérieures / Soutenir les pouvoirs locaux,Support local governments,757611,784298,"[COFOG] BLENDED: mostly Public order & safety (fire, security, disaster — dominant by value) + Local government support (01.8) + religious worship funding (COFOG 08.4). Primary = 03."
Brussels,2026,Local Governments & Home Affairs,03,Public order and safety,"Approximated (Claude, Division-level only)",M40-P042,Affaires intérieures / Financer les cultes et l'assistance morale laïque,Fund religious worship and secular moral assistance,8805,8720,"[COFOG] BLENDED: mostly Public order & safety (fire, security, disaster — dominant by value) + Local government support (01.8) + religious worship funding (COFOG 08.4). Primary = 03."
Brussels,2026,Local Governments & Home Affairs,03,Public order and safety,"Approximated (Claude, Division-level only)",M40-P043,Affaires intérieures / Gérer la compétence liée aux calamités,Manage the disaster-relief competency,0,83,"[COFOG] BLENDED: mostly Public order & safety (fire, security, disaster — dominant by value) + Local government support (01.8) + religious worship funding (COFOG 08.4). Primary = 03."
Brussels,2026,Local Governments & Home Affairs,03,Public order and safety,"Approximated (Claude, Division-level only)",M40-P044,Affaires intérieures / Mission de prévention et de sécurité,Prevention and security mission,5423,5628,"[COFOG] BLENDED: mostly Public order & safety (fire, security, disaster — dominant by value) + Local government support (01.8) + religious worship funding (COFOG 08.4). Primary = 03."
Brussels,2026,Local Governments & Home Affairs,03,Public order and safety,"Approximated (Claude, Division-level only)",M40-P104,Affaires intérieures / Financer Pompiers.brussels,Fund Pompiers.brussels (Brussels fire brigade),126829,126263,"[COFOG] BLENDED: mostly Public order & safety (fire, security, disaster — dominant by value) + Local government support (01.8) + religious worship funding (COFOG 08.4). Primary = 03."
Brussels,2026,Local Governments & Home Affairs,03,Public order and safety,"Approximated (Claude, Division-level only)",M40-P105,Affaires intérieures / Financer le Fonds régional bruxellois de,"Fund the Brussels Regional Fund for [emergency/relief purposes] [name truncated in source PDF extraction — ending inferred from context, not verified]",32838,32838,"[COFOG] BLENDED: mostly Public order & safety (fire, security, disaster — dominant by value) + Local government support (01.8) + religious worship funding (COFOG 08.4). Primary = 03."
Brussels,2026,Local Governments & Home Affairs,03,Public order and safety,"Approximated (Claude, Division-level only)",M40-P107,Affaires intérieures / Financer Bruxelles Prévention et Sécurité,Fund Bruxelles Prévention et Sécurité (regional prevention & security agency),128164,128164,"[COFOG] BLENDED: mostly Public order & safety (fire, security, disaster — dominant by value) + Local government support (01.8) + religious worship funding (COFOG 08.4). Primary = 03."
Brussels,2026,Local Governments & Home Affairs,03,Public order and safety,"Approximated (Claude, Division-level only)",M40-P135,Affaires intérieures / Financer le Centre de Formation des Pompiers de,"Fund the Fire Brigade Training Centre of [Brussels] [name truncated in source PDF extraction — ending inferred from context, not verified]",421,421,"[COFOG] BLENDED: mostly Public order & safety (fire, security, disaster — dominant by value) + Local government support (01.8) + religious worship funding (COFOG 08.4). Primary = 03."
Brussels,2026,Local Governments & Home Affairs,03,Public order and safety,"Approximated (Claude, Division-level only)",M40-P147,Affaires intérieures / Financer le service social de Pompiers.brussels,Fund the social service of Pompiers.brussels,169,241,"[COFOG] BLENDED: mostly Public order & safety (fire, security, disaster — dominant by value) + Local government support (01.8) + religious worship funding (COFOG 08.4). Primary = 03."
Brussels,2026,Local Governments & Home Affairs,03,Public order and safety,"Approximated (Claude, Division-level only)",M40-P148,Affaires intérieures / Financer l'Institut de Formation en Aide Médicale,"Fund the Emergency Medical Aid Training Institute (IFAMU) [name truncated in source PDF extraction — ending inferred from context, not verified]",321,321,"[COFOG] BLENDED: mostly Public order & safety (fire, security, disaster — dominant by value) + Local government support (01.8) + religious worship funding (COFOG 08.4). Primary = 03."
Brussels,2026,Local Governments & Home Affairs,03,Public order and safety,"Approximated (Claude, Division-level only)",M40-P149,Affaires intérieures / Financer Jeunes Sapeurs-Pompiers de Bruxelles,Fund Young Firefighters of Brussels,200,200,"[COFOG] BLENDED: mostly Public order & safety (fire, security, disaster — dominant by value) + Local government support (01.8) + religious worship funding (COFOG 08.4). Primary = 03."
Brussels,2026,Local Governments & Home Affairs,03,Public order and safety,"Approximated (Claude, Division-level only)",M40-P151,Affaires intérieures / Financer l'ERAP,Fund ERAP (Regional School of Public Administration),3372,3372,"[COFOG] BLENDED: mostly Public order & safety (fire, security, disaster — dominant by value) + Local government support (01.8) + religious worship funding (COFOG 08.4). Primary = 03."
Brussels,2026,"Economy, Employment, Innovation & Research (incl. Agriculture)",04,Economic affairs,"Approximated (Claude, Division-level only)",M39-P114,Planification régionale et relations extérieures / Financer Brupartners,Fund Brupartners (Brussels Economic and Social Council),3673,3673,[COFOG] Economic/social advisory council — Economic affairs.
Brussels,2026,"Economy, Employment, Innovation & Research (incl. Agriculture)",04,Economic affairs,"Approximated (Claude, Division-level only)",M44-P001,"Economie et Economie sociale, Emploi et Recherche et Innovation / Financer les moyens de subsistance de",Fund operating resources,17860,17860,
Brussels,2026,"Economy, Employment, Innovation & Research (incl. Agriculture)",04,Economic affairs,"Approximated (Claude, Division-level only)",M44-P041,"Economie et Economie sociale, Emploi et Recherche et Innovation / Encourager le développement économique durable",Encourage sustainable economic development,79805,66811,
Brussels,2026,"Economy, Employment, Innovation & Research (incl. Agriculture)",04,Economic affairs,"Approximated (Claude, Division-level only)",M44-P042,"Economie et Economie sociale, Emploi et Recherche et Innovation / Encourager l'agriculture durable dans la Région de","Encourage sustainable agriculture in the [Brussels-Capital] Region [name truncated in source PDF extraction — ending inferred from context, not verified]",1043,1020,
Brussels,2026,"Economy, Employment, Innovation & Research (incl. Agriculture)",04,Economic affairs,"Approximated (Claude, Division-level only)",M44-P043,"Economie et Economie sociale, Emploi et Recherche et Innovation / Gérer les missions régaliennes en matière de","Manage core state functions in the field of [economic regulation] [name truncated in source PDF extraction — ending inferred from context, not verified]",163,163,
Brussels,2026,"Economy, Employment, Innovation & Research (incl. Agriculture)",04,Economic affairs,"Approximated (Claude, Division-level only)",M44-P045,"Economie et Economie sociale, Emploi et Recherche et Innovation / Promouvoir le commerce extérieur et attirer les","Promote foreign trade and attract [investment] [name truncated in source PDF extraction — ending inferred from context, not verified]",1647,393,
Brussels,2026,"Economy, Employment, Innovation & Research (incl. Agriculture)",04,Economic affairs,"Approximated (Claude, Division-level only)",M44-P046,"Economie et Economie sociale, Emploi et Recherche et Innovation / Encouragement de la recherche scientifique à","Encouragement of scientific research in [Brussels] [name truncated in source PDF extraction — ending inferred from context, not verified]",5744,8293,
Brussels,2026,"Economy, Employment, Innovation & Research (incl. Agriculture)",04,Economic affairs,"Approximated (Claude, Division-level only)",M44-P047,"Economie et Economie sociale, Emploi et Recherche et Innovation / Soutenir l’emploi, l’inclusion et le développement","Support employment, inclusion and [social] development [name truncated in source PDF extraction — ending inferred from context, not verified]",31672,31722,
